canonical_id,known_roles,first_seen,last_seen,n_games
wolfie,survivor,2020-10-02,2023-08-05,43
wolha,survivor,2023-06-24,2023-06-24,2
wolife,survivor,2021-08-15,2021-08-15,3
woorin,survivor,2022-07-30,2022-07-30,4
wu,hunter,2024-11-16,2025-03-15,19
wuhan,survivor,2023-02-26,2023-02-26,1
wuling,survivor,2024-03-09,2024-03-09,2
wutmutter,survivor,2022-06-25,2022-07-01,3
wuyan,survivor,2023-02-25,2026-03-01,16
wuye,hunter,2023-07-08,2025-02-23,13
ww,survivor,2020-06-26,2021-12-05,161
wwy,survivor,2024-03-16,2024-04-21,12
wy,survivor,2020-06-25,2020-10-03,56
x,survivor,2021-08-07,2024-07-20,5
x1aoxiong,survivor,2022-03-20,2022-03-27,4
xawm,hunter,2020-06-27,2026-04-19,727
xc,both,2020-06-26,2025-09-11,634
"xc(仙茶)",survivor,2020-06-26,2020-08-23,21
xchen,hunter,2023-03-12,2023-03-12,3
xen,survivor,2021-03-21,2026-05-01,521
xenia,survivor,2023-07-29,2023-08-27,10
xfy,hunter,2021-03-27,2021-04-16,5
xg,survivor,2026-02-28,2026-02-28,4
xia,survivor,2023-06-24,2024-03-17,13
xiao,survivor,2022-03-19,2022-03-27,4
xiaochu,survivor,2026-02-28,2026-03-01,6
xiaoci,survivor,2020-06-27,2022-10-21,256
xiaod,survivor,2020-06-26,2026-05-05,841
xiaog,hunter,2024-03-09,2024-03-10,2
xiaoi,survivor,2021-10-16,2022-04-10,49
xiaoq,hunter,2024-03-10,2024-03-10,2
xiaosu,survivor,2022-03-19,2023-03-12,9
xiaov,survivor,2022-03-20,2023-03-12,15
xiaox,survivor,2021-03-21,2026-05-05,288
xiaoxue,survivor,2025-02-22,2025-02-22,2
xiaoy,survivor,2026-03-05,2026-03-22,19
xiaoyu,hunter,2023-03-04,2023-03-12,6
xice,hunter,2022-03-19,2022-03-27,4
xieyu,survivor,2024-03-09,2024-03-09,2
xifeng,survivor,2023-07-29,2024-03-09,11
xigua,survivor,2022-02-26,2024-03-09,5
xingchen,survivor,2022-03-20,2026-04-18,275
xingh,survivor,2021-10-17,2025-09-13,455
xingye,hunter,2026-03-08,2026-03-15,2
xiwan,survivor,2021-03-13,2021-03-14,5
xiwang,survivor,2023-02-25,2023-07-08,11
xixi,survivor,2023-06-24,2023-06-25,8
xixu,survivor,2025-03-07,2026-03-07,9
xizi,survivor,2023-02-24,2026-03-07,49
xj,hunter,2022-08-07,2022-08-07,2
xjie,survivor,2024-03-09,2025-03-01,21
xk,survivor,2023-07-08,2023-07-08,2
xlermochii,survivor,2020-10-02,2020-10-11,9
xm,survivor,2020-06-26,2021-01-08,121
xmh,survivor,2025-03-06,2025-03-08,4
xmiao5,survivor,2023-10-26,2026-05-01,224
xmm,survivor,2020-06-25,2022-07-10,119
xmx,survivor,2023-11-17,2026-05-01,341
xrr,hunter,2020-11-04,2021-04-17,17
xuan,both,2021-10-22,2024-07-14,13
xuanx,survivor,2024-03-09,2024-03-30,11
xue,survivor,2023-02-25,2024-04-21,23
xuke,survivor,2023-07-08,2023-07-08,3
xuxuzi,survivor,2024-03-09,2025-03-22,42
xx,survivor,2022-07-02,2022-07-09,5
xxia,survivor,2025-03-06,2026-03-08,8
xxue,survivor,2026-03-01,2026-03-01,3
xy,survivor,2023-10-15,2026-05-01,271
xy(ct),survivor,2022-03-27,2022-03-27,1
xyang,hunter,2025-09-11,2026-03-13,12
y,survivor,2021-09-11,2025-09-12,11
y4m1,survivor,2026-02-27,2026-03-07,8
yabbeeyo,survivor,2026-02-28,2026-03-13,12
yae,survivor,2024-03-02,2024-03-10,5
yaiba,survivor,2022-07-03,2022-07-03,4
yakakou,survivor,2024-03-16,2024-03-16,1
yako,hunter,2021-09-11,2021-09-11,1
yama,survivor,2025-02-23,2025-03-01,8
yamase,survivor,2020-08-07,2020-08-30,15
yami,hunter,2021-03-07,2026-04-17,83
yan,hunter,2020-06-27,2025-11-23,457
yanasa,hunter,2020-08-09,2024-03-15,42
yangy,survivor,2023-10-27,2025-08-21,216
yanpyi,hunter,2020-11-13,2020-11-13,2
yanqi,survivor,2022-03-20,2022-03-27,5
yanxiang,survivor,2024-03-10,2024-03-17,7
yasu,hunter,2022-02-26,2022-02-27,6
yat,survivor,2021-03-06,2023-03-05,67
yat_ash,survivor,2021-06-13,2021-06-13,3
yaya,survivor,2021-03-13,2021-03-14,9
yazen,survivor,2022-08-20,2024-08-31,21
ybp,survivor,2020-11-25,2020-11-25,2
yc,survivor,2025-02-22,2025-02-23,4
ycl,survivor,2026-03-05,2026-04-18,24
yeah,survivor,2022-02-20,2023-02-19,12
yeahsu,survivor,2024-03-17,2024-03-17,2
yellowduck,survivor,2020-10-03,2020-10-10,8
yeojin,hunter,2026-02-28,2026-02-28,1
yes,hunter,2021-03-20,2021-03-28,7
yeyv,both,2022-07-29,2025-11-16,135
yezi,survivor,2021-03-21,2021-03-27,5
yh,survivor,2026-03-05,2026-03-07,5
yihua,survivor,2020-11-12,2025-12-31,678
yijiang,survivor,2025-02-23,2026-03-01,7
yind,hunter,2024-07-14,2024-07-15,3
ying,survivor,2026-03-05,2026-03-07,5
yinjue,survivor,2023-07-21,2023-08-12,15
yinl,both,2022-03-20,2025-04-18,149
yjj,survivor,2020-06-25,2021-12-19,221
yk,both,2021-11-28,2023-07-08,4
yl,survivor,2024-03-16,2024-03-16,3
yluo,survivor,2025-02-23,2025-02-23,4
ymd,survivor,2022-03-19,2022-03-19,1
ymm,hunter,2020-06-26,2023-08-13,279
ynight,hunter,2024-03-17,2024-03-17,1
ynight33,hunter,2023-02-18,2023-02-18,1
yochi,hunter,2022-07-02,2023-07-08,11
yohe,survivor,2021-11-13,2021-11-28,6
yoin,hunter,2025-02-22,2025-02-23,2
yollo,hunter,2022-02-19,2022-02-19,3
yomi1,survivor,2025-10-25,2026-03-15,47
yomu,survivor,2022-07-02,2022-07-02,3
yoneta,survivor,2024-03-02,2024-03-10,5
yopi,hunter,2022-12-03,2022-12-03,1
yora,survivor,2024-03-02,2025-11-29,32
yorhan,survivor,2021-03-07,2021-09-05,20
yotsu,hunter,2020-08-15,2021-03-13,7
you0,both,2021-03-13,2026-03-01,22
yougg,survivor,2021-06-12,2025-03-08,229
youran,survivor,2023-07-08,2023-07-09,8
yours9,hunter,2025-03-07,2025-03-07,1
youzi,survivor,2020-06-27,2021-12-19,227
youzine,survivor,2022-12-03,2022-12-04,8
yoyo,survivor,2021-11-13,2021-11-26,6
yt,survivor,2022-07-03,2022-07-10,10
ytea,hunter,2021-03-05,2021-03-07,2
yu,survivor,2022-02-26,2026-03-01,21
yu4,hunter,2022-08-19,2022-08-19,3
yuan,survivor,2024-03-10,2026-05-05,107
yuan(sea),survivor,2025-09-11,2025-09-13,8
yue,hunter,2020-06-25,2024-03-30,484
yuebang,survivor,2022-08-20,2022-08-27,9
yuepig,survivor,2023-07-08,2023-07-09,7
yueye,hunter,2023-06-24,2023-06-24,2
yui,both,2020-10-10,2026-02-28,18
yuk1,survivor,2023-07-08,2023-07-08,2
yukakina,hunter,2022-07-02,2026-03-15,202
yuki,survivor,2021-03-06,2026-04-18,49
yuki(red),survivor,2022-03-20,2022-03-27,4
yukipi,hunter,2025-02-22,2026-03-13,10
yul,survivor,2024-03-16,2024-03-16,2
yuliigc92yt,hunter,2021-08-07,2021-08-07,2
yum,hunter,2026-03-05,2026-04-18,20
yumo,survivor,2024-07-14,2024-07-14,2
yun,hunter,2026-02-28,2026-03-15,5
yun(luv),survivor,2022-02-27,2022-02-27,1
yunan,hunter,2023-06-11,2024-03-30,28
yune,survivor,2022-08-19,2024-07-14,5
yuno,survivor,2021-06-12,2021-06-12,2
yunom,survivor,2021-11-27,2021-11-27,2
yunomaru,survivor,2021-11-14,2024-03-10,68
yunseong,survivor,2026-02-28,2026-02-28,2
yur,hunter,2026-02-27,2026-03-07,8
yush,survivor,2022-07-02,2024-09-01,39
yushtina,hunter,2025-03-01,2025-03-01,4
yuto,survivor,2020-08-16,2025-04-19,147
yutor1,survivor,2023-02-19,2023-02-26,2
yuu,hunter,2020-08-16,2022-12-11,44
yuuri,hunter,2022-12-03,2026-03-13,51
yuvagx,hunter,2022-07-30,2022-08-07,5
yuy,survivor,2023-03-04,2025-03-22,88
yuyu,survivor,2021-03-13,2021-03-14,9
yuzuponn,hunter,2026-03-07,2026-04-17,11
ywd,survivor,2022-03-19,2023-03-25,16
yx,survivor,2024-03-09,2024-03-09,4
yyang,survivor,2023-03-05,2023-03-25,10
yyk,survivor,2024-03-10,2024-08-09,29
yyttkx,survivor,2025-03-06,2025-03-08,5
z,survivor,2020-11-12,2022-03-26,26
z(naeu),survivor,2024-07-15,2025-02-23,12
zac,hunter,2024-07-14,2024-07-14,2
zafkiel,survivor,2020-09-05,2021-08-08,87
zamn,survivor,2024-07-14,2024-07-14,1
zb,survivor,2020-06-25,2023-03-25,164
zch,survivor,2024-07-27,2024-07-28,5
zcnsawa,survivor,2024-07-14,2024-07-14,2
ze1u,survivor,2023-02-18,2023-07-14,16
zed,both,2021-08-08,2023-08-27,38
zen,hunter,2022-07-02,2022-07-02,1
zenedine,survivor,2021-08-08,2021-08-15,6
zenith,survivor,2022-12-03,2022-12-03,2
zenowo,hunter,2021-03-06,2024-03-10,16
zenuwu,hunter,2023-02-24,2023-02-26,5
zephy,survivor,2023-06-24,2023-06-24,2
zephyr,survivor,2022-02-19,2022-02-19,3
zero9,survivor,2022-07-03,2022-07-10,7
zeroshi,survivor,2026-03-06,2026-03-21,11
zeular,survivor,2022-06-25,2024-03-16,8
zeus,hunter,2022-06-25,2022-06-25,2
zhakhan,survivor,2024-08-23,2024-08-23,1
zhan,hunter,2022-07-02,2024-03-09,7
zhankhan,survivor,2022-08-28,2022-08-28,1
zhaokan,survivor,2022-08-28,2022-08-28,2
zhaokhan,survivor,2020-10-02,2024-09-01,81
zhaokhan-yt,survivor,2021-08-08,2021-09-11,16
zhaokhan_yt,survivor,2021-08-15,2022-02-27,13
zhengkai,survivor,2023-07-08,2026-02-28,47
zhengkaiiii,survivor,2024-07-27,2024-07-28,8
zhengklai,survivor,2023-07-09,2023-07-09,1
zhengm,hunter,2021-12-19,2021-12-19,2
zher,hunter,2025-03-06,2025-03-08,3
zhuzi,survivor,2021-10-23,2022-05-02,33
zibi,survivor,2020-06-25,2024-11-09,564
ziro,survivor,2026-03-06,2026-05-05,34
zixigx,survivor,2022-08-07,2022-08-07,1
zizi,survivor,2025-05-31,2026-03-15,89
zizigx,survivor,2022-07-30,2022-08-07,12
zkai,survivor,2021-03-14,2023-04-17,45
zlin,survivor,2023-07-08,2023-07-08,2
zluvtheo,survivor,2023-07-29,2023-08-05,7
znan,hunter,2025-02-22,2025-02-22,1
znian,hunter,2026-03-08,2026-03-08,2
zooona,survivor,2020-08-14,2020-08-15,5
ztmiao,survivor,2026-03-06,2026-03-08,5
zuixian,survivor,2024-08-24,2024-09-01,13
zuu,survivor,2026-03-06,2026-03-14,10
zx,survivor,2024-07-27,2024-07-27,3
zy,survivor,2024-03-16,2024-03-16,2
zyan,survivor,2023-03-05,2025-05-01,46
zyj,survivor,2020-06-26,2023-08-26,526
zyuan,survivor,2026-02-28,2026-04-18,17
zyy,survivor,2022-06-24,2022-06-24,3
zz,survivor,2026-04-15,2026-04-15,2
zz9,hunter,2024-07-27,2026-05-01,159
zzai,survivor,2020-06-25,2022-07-24,311
zzzkai,survivor,2022-02-26,2022-02-27,6
zzzzz,hunter,2021-08-08,2021-09-05,11
"©alenda®",survivor,2021-11-14,2021-11-14,3
"〇〇~きな",survivor,2021-06-12,2021-06-12,1
"あほ毛",survivor,2020-08-07,2020-08-07,5
"い~ぶ~",survivor,2021-06-12,2021-06-12,3
"い​わ姉さん",hunter,2021-06-12,2021-06-12,2
"いでし@最翔推",hunter,2021-11-14,2021-11-14,1
"うぇる",hunter,2021-06-13,2021-06-13,1
"えむ",survivor,2021-11-14,2021-11-14,2
"えーじーだちょ",survivor,2021-11-13,2021-11-13,2
"おしるこ二世",survivor,2021-06-12,2021-06-12,1
"お茶さんyoutub",survivor,2021-06-12,2021-06-12,3
"お菓子なあぼろ",survivor,2021-11-14,2021-11-14,3
"かちゅう",hunter,2021-06-12,2021-06-12,2
"きんぐてゃ",survivor,2021-11-14,2021-11-14,2
"こっこー",survivor,2021-06-13,2021-06-13,1
"こゆきchan",survivor,2021-06-13,2021-06-13,3
"するめいか",hunter,2021-06-13,2021-06-13,1
"せうん",survivor,2021-11-14,2021-11-14,2
"だひょぽよ",survivor,2021-06-13,2021-06-13,3
"ちと",survivor,2021-11-13,2021-11-13,2
"でぃ　ば",survivor,2021-06-13,2021-06-13,2
"とりチーズパン",survivor,2021-11-13,2021-11-13,2
"ねっしー",survivor,2021-06-12,2021-06-12,2
"ぱぷぁ",hunter,2021-11-14,2021-11-14,1
"ふくふく@japan",survivor,2021-06-13,2021-06-13,3
"ぶんちゅう",survivor,2021-06-12,2021-06-12,2
"ぷる一みん",survivor,2020-08-08,2020-08-09,5
"まさかげ",hunter,2021-11-13,2021-11-13,1
"まつかす",survivor,2021-06-13,2021-06-13,1
"まふたま",survivor,2021-11-14,2021-11-14,2
"めんれらろいど",survivor,2021-06-13,2021-06-13,3
"ゆと",survivor,2021-06-13,2021-06-13,2
"れみのもの",hunter,2021-06-12,2021-06-12,1
"エダ・雌マー",survivor,2021-11-14,2021-11-14,2
"エリ粉@すピネ",survivor,2021-06-13,2021-06-13,2
"コルト",survivor,2020-08-15,2020-08-16,6
"シュゾー",survivor,2021-06-13,2021-11-14,5
"マクー",hunter,2020-08-15,2020-08-16,3
"ルイージ",survivor,2021-11-14,2021-11-14,3
"俺きてい",survivor,2021-06-13,2021-06-13,2
"偽333",survivor,2020-10-10,2020-10-24,6
"前世しらす",hunter,2021-11-14,2021-11-14,1
"天心",hunter,2021-03-21,2021-04-16,12
"小樱",survivor,2022-03-19,2022-04-03,2
"岡本サトシ:u",survivor,2021-11-14,2021-11-14,3
"岡本タケシ:u",survivor,2021-11-14,2021-11-14,3
"工工加减二世",survivor,2021-06-12,2021-06-12,3
"弃赛",hunter,2023-06-11,2023-06-11,4
"愛されダヒョニ",survivor,2021-11-13,2021-11-13,2
"改心した又さん",survivor,2021-11-13,2021-11-13,3
"林清",survivor,2021-03-21,2021-04-17,16
"椿氣",survivor,2021-06-12,2021-06-12,3
"求生者缺赛",hunter,2024-03-10,2024-03-10,3
"滾れdaccho",survivor,2021-06-13,2021-06-13,3
"箫箫",hunter,2021-03-21,2021-04-17,6
"簪葵",hunter,2021-11-13,2021-11-13,3
"純粋なむんてゃ",survivor,2021-06-12,2021-06-12,3
"紫の松本未来馆",hunter,2021-06-13,2021-06-13,1
"綾小路lサベ",survivor,2021-06-12,2021-06-12,1
"翔一丸5号",survivor,2021-06-13,2021-11-13,3
"脱いでまもる",survivor,2021-06-13,2021-06-13,2
"资料缺失",hunter,2021-06-12,2021-06-12,3
"赤いねじじ",hunter,2021-06-13,2021-06-13,2
"雅_karenic",survivor,2021-11-14,2021-11-14,3
"風のまか三郎",survivor,2021-11-14,2021-11-14,2
"食い逃げのん",survivor,2021-06-12,2021-06-12,3
"魔女banをban",hunter,2021-06-13,2021-06-13,2
"마이우루루루δ",hunter,2021-11-14,2021-11-14,2
