fold,date,tier,p_home,actual_home,predicted_home,correct,brier,format
2,2022-08-26,IVC,0.36545760564202767,0.0,0,1,0.13355926152160383,3
2,2022-08-26,IVC,0.7171614398453088,1.0,1,1,0.07999765111037889,3
2,2022-08-26,IVC,0.5415860218435822,1.0,1,1,0.21014337536919273,3
2,2022-08-26,IVC,0.5255093862814035,0.0,1,0,0.2761601150698574,3
2,2022-08-27,IJL,0.6062465758775591,1.0,1,1,0.1550417590081468,5
2,2022-08-27,IJL,0.23994779817077858,0.0,0,1,0.05757494584700469,3
2,2022-08-27,IVC,0.39828374865188454,0.0,0,1,0.15862994444019754,3
2,2022-08-27,IVC,0.5111655851386383,0.0,1,0,0.26129025543012646,3
2,2022-08-27,IVC,0.511081303317928,1.0,1,1,0.23904149196529592,3
2,2022-08-28,IVC,0.4365206575266126,0.0,0,1,0.19055028444746622,3
2,2022-08-28,IVC,0.4511214468664775,1.0,0,0,0.3012676660899491,3
2,2022-08-28,IJL,0.4425888811078317,0.0,0,1,0.19588491768028238,3
2,2022-08-28,IJL,0.2236119111835181,0.0,0,1,0.05000228682314558,5
2,2022-08-28,IVC,0.5442051326375661,0.0,1,0,0.2961592263890709,3
2,2022-09-10,IVC,0.6841209205060348,0.0,1,0,0.4680214338740244,3
2,2022-09-10,IVC,0.4306153080953601,0.0,0,1,0.1854295435660619,3
2,2022-09-11,IVC,0.47449061371859674,0.0,0,1,0.2251413425070506,3
2,2022-09-11,IVC,0.34488716999286173,1.0,0,0,0.42917282003996166,3
2,2022-09-22,IVS,0.48746254687898577,1.0,0,0,0.2626946408517759,3
2,2022-09-22,IVS,0.19048842021780515,0.0,0,1,0.03628583823707512,3
2,2022-09-22,IVS,0.6288442315571832,1.0,1,1,0.13775660444837787,3
2,2022-09-23,IVS,0.6496480895659118,1.0,1,1,0.12274646114481536,3
2,2022-09-23,IVS,0.3733367233043206,0.0,0,1,0.13938030896760684,3
2,2022-09-23,IVS,0.5286917335259761,1.0,1,1,0.22213148204674954,3
2,2022-09-24,IVS,0.24373266016909614,0.0,0,1,0.05940560963310411,3
2,2022-09-24,IVS,0.6190105992703474,1.0,1,1,0.1451529234683398,3
2,2022-09-24,IVS,0.6006105261031011,0.0,1,0,0.36073300406584385,3
2,2022-09-25,IVS,0.4165131011211528,0.0,0,1,0.17348316340555966,3
2,2022-09-25,IVS,0.5227700757556684,1.0,1,1,0.22774840059425053,3
2,2022-09-25,IVS,0.7047157596650946,1.0,1,1,0.08719278259016218,3
2,2022-10-01,IVS,0.4813088430289901,1.0,0,0,0.2690405163199249,3
2,2022-10-01,IVS,0.7126587795086436,0.0,1,0,0.5078825360107495,3
2,2022-10-01,IVS,0.35456354204307416,0.0,0,1,0.12571530534613082,3
2,2022-10-02,IVS,0.6141293036666591,1.0,1,1,0.1488961942887774,3
2,2022-10-02,IVS,0.5834868988788472,1.0,1,1,0.17348316340555966,3
2,2022-10-02,IVS,0.6190105992703474,1.0,1,1,0.1451529234683398,3
